uuid,location,category,sywr,uid,pid,zip,Vertical,SubCategory,Product
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,28615826,nCg7JuCMSrrBGWqTyg8YDhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60471,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,28615618,Xcq%2BpBpW5vbXdnuRv1hSQhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60472,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746594,zVhJR22Du65XldZ7ERHNHRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60473,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75451362,VNuzYd95%2FRXjXLJsgHWVkhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60474,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75452936,OVUDDinX4JTR0a7jHBNIdhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60475,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75457816,PeRaK8kz4a3JcV9jvx4ktxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60476,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,28615293,we9%2BoES8cHPTHqE8RmKvHhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60477,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29747439,ES5c7NQM7Y1xSrPYIpeJNRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60478,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29748426,ygg%2FmBRqWRDXq1u7kxsNlxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60479,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746804,fLu9X7KCgQdgpjNB6dCSDRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60480,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29748223,cg1N3TAgccyofxpLsgIDsxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60481,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29745966,qeCABHh2u6GfcIQBS8E%2F0hLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60482,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29744618,vDpycei9XMb4UAiiFwtulxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60483,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75456130,sT6q9DV7FGMqYzXLAtYXKBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60484,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29745269,Zaa7FhUwXH2Rdb2tySXkpxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60487,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746831,HXM2Hr%2BrjcYkB86IusOCaRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60490,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29747473,JGZF2yRbvhdMcGyLHZWmRBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60491,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29745623,PpHL%2FMkWnQrB5CeyfYaVPRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60499,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29745134,Za4Jt0sPA9c1B6Awbv5QtBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60501,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29747526,s06cGdQuEskWDpJdCtR6wBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60502,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29747233,7Ki5ScN8oI9WrAuTWdjBBxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60503,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29745296,0AwEB1HgHpVyaCYoolZR9BLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60504,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29748505,Kex7YGA9F%2Fk3dmxqb4xOVhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60505,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75457220,JnlsD7rKe%2B3IJzFZaIJdvhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60506,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75445496,GkQ1pvbGq8KEpsGZ4%2BRIlRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60507,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29747205,uxMUbcVOFbrYeHj2uU6eiBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60510,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746878,JeviLzxDSdVK0C74Up%2FeGhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60511,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746226,yryCrBEi%2F%2FXe3hIqWM%2B8XxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60512,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746010,LRavalFeif%2BeD9HCF%2Fa8lRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60513,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29747649,6rCt3O0XYviX9StKaRFXMxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60514,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75445016,J3Vm29g45p5eU5v5%2BnikIRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60515,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75449854,zOLtlvx70pS%2F8bet8wwH9RLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60516,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75445282,6AiSnXQePZljI4FrF0solBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60517,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444778,adQI%2B1c1RnyzmEoWGnFyvRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60518,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75451460,SRwvbw0iKv7GpGCtSupAtxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60519,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29744480,xjReDhsPNRB7nPQAKOH2EBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60520,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29745324,PVMFcljb7sNENG%2BgbRQMBBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60521,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29745482,w3bWODIo0VtSsSWud%2FMlxBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60522,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746000,WGIP%2BZG%2F3NoBYbFkzr6RAxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60523,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29744675,aAfyE1%2Fb7cPso%2FGIVGYJNxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60525,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746400,kc3IHOY0lR1MgY9ockW3TRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60526,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746780,veGC6blNbXwObbxUmv51%2FBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60527,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746697,MooznM42pH0Dcc2kROiz4xLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60530,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29748470,i8MHXlIcwOyP%2F6MMjetN6BLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60531,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,28614726,Vgx5odF7%2BR2xYsol%2BXyAZBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60532,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75452004,P1u8dQ1zyRhP6y7h5ztQtRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60534,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444364,EtYNzUCFvl%2FpsTGCFst7CBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60536,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75449278,by2caWvi9FKakBReZFRYERLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60537,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75449792,5TYqg6bGpAv76j6zidAc7BLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60538,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75445318,58Yd4lZEdiUxcg0R9ptxTBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60539,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29745187,9bzQE2fGf%2FJoOrKQPGnwphLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60540,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,28615409,wNR0O5YmYzF51ARbSVm1cRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60541,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29745985,CyBx%2B56jpg7DUwSOoP1czxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60542,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746247,ciDWkGpjKBTCfhLfphBErhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60543,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29748239,E%2B69QpbENSwE%2F70NOKwuxxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60544,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,28615287,2nlYUGFBEKLr0sqLukViLxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60545,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75446920,bF1HjiL5PgcXHRfZiTv%2BYBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60546,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746999,ticTug%2F%2BYWo7NYLsXdeAqRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60548,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29747212,wlvFqoLs3EgpFswKUlM0TRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60549,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75456116,0%2FROAGIt4fyCUMSFiudMbhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60550,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75456274,LyQ7D2cf8hEvr9GEhhNzIhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60551,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75456392,uKXPq2fZBjNiKE2%2BOiPhaBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60552,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75449590,Z9pnS8qNkHNZHCtT3XImxhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60553,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75456220,jrYF99grKfnYb1vggfVvPhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60554,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75449788,5CDnmOTrUxd%2FnvOeEORM6RLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60555,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75447842,%2F3GPDVJqZNL2OkabpzJgEhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60556,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29745148,sCnC2klanBry7gdimzNoIxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60557,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746644,zgX7drLAZnbpnVTkFkUIABLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60558,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29745720,1ChNzUlxqbQBMKb9j2zA8hLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60559,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75446274,K%2Ftia5zy0GrRKlTRJBALfxLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60560,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75444678,Q2gaflsOnOdrfiWMwTFTPhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60561,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29747197,QO4rCtP6jkT91cbzun2a3RLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60563,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29747152,7U6xw8xK9HUYKbKl%2Fv1NmhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60564,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29747026,SF03cPt2tbDQ9CxQBaBe0xLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60565,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75448394,ib68J%2FNsl6ziXY9z%2FOwrEhLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60566,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75449654,Njy7AfpWblrctpFEqsfczBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60567,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75450060,il2bbW%2FTuh%2B5Xni%2BSaqQuBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60568,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29744635,h%2F6JcRYEo9en8zL8zKE9RRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60572,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29746909,8Yx6EGSHmlrZY7aupR1cuBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60585,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29747615,HSRiJdXHdAm4OR4qrmb%2FChLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60586,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29744837,iL%2Bc5ihMiS6i0SmL%2B%2FZMuBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60597,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29748166,rILLkNHDDabxrgsO0xdchRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60598,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29745437,RYP8jHg5OkKaA7HhHWhvURLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60599,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,29748995,QL6V72W%2Fd2MeVz%2BrvQk4sRLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60601,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75443790,tCRAP2lQNb0dM20fSHCDWBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60602,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
6.24524E+37,present in requests,Appliances_Washers%20&%20Dryers,75452316,KWmwjOeFmFtzdBv8uaIMCBLLOq4xTOGtCH8kA%2Bq67WQ%3D,00352341000P,60603,Appliances,Appliances_Ranges_Electric%20Ranges,TVs%20&%20Electronics_Cameras%20&%20Camcorders_Camcorders_All%20Camcorders
